,date,total crashes,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,day_of_week
80,2021-03-22,1.0,10.0,2.6,5.7,10.0,-0.3,4.1,2.8,82.2,0.0,0,0.0,,0.0,0.0,16.2,14.1,264.9,1026.4,73.3,11.7,327.3,28.2,6,2021-03-22T06:08:08,2021-03-22T18:27:12,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,2
81,2021-03-23,3.0,10.9,4.8,7.4,10.9,3.2,6.0,4.0,80.0,0.0,0,0.0,,0.0,0.0,41.8,26.2,198.7,1023.1,82.2,11.0,296.9,25.7,4,2021-03-23T06:05:51,2021-03-23T18:28:53,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,3
82,2021-03-24,3.0,12.0,4.8,8.0,12.0,2.6,6.3,4.9,82.0,0.062,100,8.33,rain,0.0,0.0,33.1,20.9,236.5,1020.0,71.7,11.0,343.3,29.7,5,2021-03-24T06:03:34,2021-03-24T18:30:34,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,4
83,2021-03-25,2.0,11.8,4.6,8.0,11.8,1.6,6.2,5.3,83.5,1.667,100,12.5,rain,0.0,0.0,43.9,21.2,217.2,1016.9,65.6,11.8,320.2,27.7,5,2021-03-25T06:01:18,2021-03-25T18:32:15,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,5
84,2021-03-26,5.0,9.1,3.3,7.2,6.0,-1.7,3.3,4.7,84.4,7.103,100,33.33,rain,0.0,0.0,65.9,38.2,233.8,1009.1,77.9,11.3,358.3,30.7,6,2021-03-26T05:59:01,2021-03-26T18:33:56,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,6
85,2021-03-27,4.0,10.1,2.2,6.5,10.1,-4.5,2.9,2.5,76.3,1.888,100,8.33,rain,0.0,0.0,64.8,41.2,242.2,1019.9,67.8,11.9,351.8,30.5,7,2021-03-27T05:56:44,2021-03-27T18:35:36,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,7
86,2021-03-28,1.0,11.8,8.1,9.6,11.8,4.2,7.5,6.7,82.7,0.207,100,12.5,rain,0.0,0.0,58.7,29.3,214.2,1021.2,97.3,11.1,288.0,23.7,2,2021-03-28T06:54:28,2021-03-28T19:37:17,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,8
87,2021-03-29,0.0,15.0,7.7,10.6,15.0,5.2,9.2,7.8,83.0,0.0,0,0.0,,0.0,0.0,46.1,23.3,205.4,1025.8,68.0,11.9,388.0,33.4,4,2021-03-29T06:52:11,2021-03-29T19:38:58,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,2
88,2021-03-30,4.0,21.0,6.5,13.4,21.0,4.3,13.0,4.5,57.3,0.032,100,4.17,rain,0.0,0.0,22.3,17.1,135.1,1026.3,21.1,10.9,426.7,36.8,7,2021-03-30T06:49:55,2021-03-30T19:40:38,0.56,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,3
89,2021-03-31,2.0,18.9,11.8,15.2,18.9,11.8,15.2,6.5,56.9,0.0,0,0.0,,0.0,0.0,20.5,11.0,151.5,1019.6,9.4,10.5,411.1,35.5,5,2021-03-31T06:47:39,2021-03-31T19:42:18,0.59,Clear,Clear conditions throughout the day.,clear-day,4
90,2021-04-01,1.0,12.0,5.2,9.5,12.0,0.3,7.7,6.5,81.5,0.0,0,0.0,,0.0,0.2,47.2,36.4,54.8,1023.1,54.3,10.3,391.5,33.8,6,2021-04-01T06:45:24,2021-04-01T19:43:59,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,5
91,2021-04-02,2.0,10.9,3.9,6.3,10.9,-1.2,2.6,1.2,70.6,0.0,0,0.0,,0.0,0.0,43.2,31.7,49.8,1029.4,58.6,13.1,478.4,41.3,7,2021-04-02T06:43:08,2021-04-02T19:45:39,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,6
92,2021-04-03,2.0,9.0,3.0,5.5,6.4,-1.4,2.1,0.6,71.1,0.0,0,0.0,,0.0,0.0,42.5,24.6,45.2,1032.1,59.7,12.3,353.2,30.5,7,2021-04-03T06:40:53,2021-04-03T19:47:19,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,7
93,2021-04-04,2.0,11.5,1.4,6.1,11.5,0.0,4.6,2.3,77.8,0.0,0,0.0,,0.0,0.0,34.2,27.0,259.1,1026.6,8.4,11.1,420.9,36.5,7,2021-04-04T06:38:38,2021-04-04T19:49:00,0.75,Clear,Clear conditions throughout the day.,clear-day,8
94,2021-04-05,1.0,7.0,1.0,5.5,4.2,-2.3,1.6,-2.2,61.0,0.0,0,0.0,,0.0,0.0,50.4,33.4,326.9,1019.7,60.3,13.5,333.0,29.0,8,2021-04-05T06:36:24,2021-04-05T19:50:40,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,2
95,2021-04-06,2.0,6.0,-1.0,2.5,2.2,-4.8,-1.5,-4.0,63.2,0.323,100,4.17,rain,0.0,0.1,53.3,30.1,311.3,1021.9,38.9,14.0,331.3,28.9,6,2021-04-06T06:34:10,2021-04-06T19:52:20,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,3
96,2021-04-07,1.0,5.2,-1.1,2.6,2.1,-4.4,-0.3,-3.2,66.8,0.0,0,0.0,,0.0,0.0,27.0,17.9,289.6,1024.0,78.8,13.6,234.4,20.4,3,2021-04-07T06:31:56,2021-04-07T19:54:00,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,4
97,2021-04-08,4.0,10.8,2.9,6.3,10.8,0.2,3.7,2.0,74.2,0.0,0,0.0,,0.0,0.0,45.0,23.3,238.3,1021.3,90.6,14.0,346.8,29.7,6,2021-04-08T06:29:43,2021-04-08T19:55:41,0.87,Overcast,Cloudy skies throughout the day.,cloudy,5
98,2021-04-09,5.0,11.7,3.8,6.9,11.7,1.8,4.7,3.3,78.9,0.128,100,8.33,rain,0.0,0.0,32.8,22.4,258.0,1013.3,69.9,14.1,384.6,33.4,6,2021-04-09T06:27:31,2021-04-09T19:57:21,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,6
99,2021-04-10,6.0,8.5,2.1,4.3,5.7,-2.2,0.6,0.8,78.9,0.222,100,20.83,rain,0.0,0.0,33.8,23.1,28.5,1013.2,87.8,12.3,297.2,25.7,5,2021-04-10T06:25:18,2021-04-10T19:59:01,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,7
100,2021-04-11,1.0,6.9,0.3,2.9,4.0,-3.0,-0.3,-0.5,79.6,1.857,100,16.67,"rain,snow",0.0,0.2,31.3,21.9,340.2,1019.6,60.7,13.2,305.5,26.3,8,2021-04-11T06:23:07,2021-04-11T20:00:41,0.98,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,8
101,2021-04-12,2.0,8.9,0.8,4.8,7.8,-2.1,2.5,0.4,74.2,0.628,100,20.83,rain,0.0,1.1,34.2,15.0,296.5,1028.1,62.7,14.0,287.9,24.7,4,2021-04-12T06:20:56,2021-04-12T20:02:21,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,2
102,2021-04-13,6.0,10.9,1.6,6.2,10.9,0.0,5.3,2.2,77.5,0.0,0,0.0,,0.0,0.0,17.3,14.4,287.2,1031.8,62.4,11.4,335.8,29.0,6,2021-04-13T06:18:46,2021-04-13T20:04:02,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,3
103,2021-04-14,2.0,11.1,2.5,7.0,11.1,-0.9,5.8,1.7,71.5,0.0,0,0.0,,0.0,0.0,26.6,17.1,41.0,1031.8,57.8,11.1,335.7,29.2,6,2021-04-14T06:16:36,2021-04-14T20:05:42,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,4
104,2021-04-15,5.0,10.0,0.0,5.0,10.0,-4.1,2.3,-2.0,62.3,0.0,0,0.0,,0.0,0.0,29.9,18.9,64.0,1032.7,36.6,14.5,363.4,31.4,9,2021-04-15T06:14:27,2021-04-15T20:07:22,0.11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,5
105,2021-04-16,5.0,9.9,-0.9,4.9,8.7,-4.4,2.6,-1.0,67.7,0.0,0,0.0,,0.0,0.7,24.1,15.9,51.4,1030.7,48.1,14.3,331.0,28.6,6,2021-04-16T06:12:19,2021-04-16T20:09:02,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,6
106,2021-04-17,0.0,12.0,-0.9,6.2,12.0,-4.3,5.0,-2.1,57.5,0.0,0,0.0,,0.0,0.2,19.8,13.3,33.6,1028.6,4.9,13.5,423.8,36.6,8,2021-04-17T06:10:11,2021-04-17T20:10:42,0.18,Clear,Clear conditions throughout the day.,clear-day,7
107,2021-04-18,0.0,13.2,1.7,8.0,13.2,-1.2,7.1,0.5,61.4,0.0,0,0.0,,0.0,0.0,18.0,12.5,317.5,1024.5,28.9,12.0,442.9,38.5,8,2021-04-18T06:08:05,2021-04-18T20:12:22,0.21,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,8
108,2021-04-19,0.0,14.9,2.6,9.3,14.9,1.5,8.9,1.7,61.8,0.0,0,0.0,,0.0,0.0,20.5,12.3,165.6,1020.6,11.5,11.4,529.0,45.9,8,2021-04-19T06:05:59,2021-04-19T20:14:02,0.24,Clear,Clear conditions throughout the day.,clear-day,2
109,2021-04-20,3.0,15.2,3.6,10.0,15.2,2.0,9.8,2.1,58.9,0.0,0,0.0,,0.0,0.0,18.7,12.9,40.3,1017.5,35.2,11.2,443.0,38.1,8,2021-04-20T06:03:54,2021-04-20T20:15:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,3
110,2021-04-21,3.0,14.9,7.0,10.7,14.9,3.3,9.6,4.6,66.8,0.0,0,0.0,,0.0,0.0,44.3,28.9,57.7,1019.9,41.8,10.7,501.5,43.3,7,2021-04-21T06:01:50,2021-04-21T20:17:22,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,4
111,2021-04-22,4.0,14.2,0.9,7.7,14.2,-3.5,5.5,-0.6,59.0,0.0,0,0.0,,0.0,0.0,36.0,21.8,78.1,1025.5,3.3,12.4,506.4,43.7,8,2021-04-22T05:59:47,2021-04-22T20:19:01,0.34,Clear,Clear conditions throughout the day.,clear-day,5
112,2021-04-23,4.0,16.9,1.5,9.1,16.9,-3.3,6.9,-1.3,51.8,0.0,0,0.0,,0.0,0.0,42.8,24.1,93.2,1026.2,7.8,13.7,475.4,41.1,8,2021-04-23T05:57:45,2021-04-23T20:20:41,0.38,Clear,Clear conditions throughout the day.,clear-day,6
113,2021-04-24,3.0,16.1,3.4,10.5,16.1,-0.5,8.9,1.1,53.9,0.0,0,0.0,,0.0,0.0,47.5,30.6,80.8,1025.5,2.6,13.3,498.9,43.1,8,2021-04-24T05:55:44,2021-04-24T20:22:20,0.41,Clear,Clear conditions throughout the day.,clear-day,7
114,2021-04-25,6.0,14.0,3.0,8.6,14.0,-2.1,6.1,1.3,61.8,0.0,0,0.0,,0.0,0.0,49.0,38.7,62.1,1026.7,7.4,13.7,517.7,44.8,8,2021-04-25T05:53:44,2021-04-25T20:24:00,0.44,Clear,Clear conditions throughout the day.,clear-day,8
115,2021-04-26,3.0,13.0,1.0,7.0,13.0,-3.6,4.5,-0.1,62.4,0.0,0,0.0,,0.0,0.0,39.2,26.3,47.0,1021.1,30.3,13.0,440.9,37.9,8,2021-04-26T05:51:45,2021-04-26T20:25:39,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,2
116,2021-04-27,2.0,13.1,5.2,9.1,13.1,3.4,8.3,3.6,69.4,0.105,100,8.33,rain,0.0,0.0,29.5,18.7,265.9,1009.8,59.0,12.0,305.0,26.5,6,2021-04-27T05:49:47,2021-04-27T20:27:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,3
117,2021-04-28,5.0,8.8,4.2,6.3,6.8,0.2,3.3,4.8,89.9,9.156,100,58.33,rain,0.0,0.0,46.8,25.7,35.6,1006.3,84.2,7.8,328.4,28.3,4,2021-04-28T05:47:51,2021-04-28T20:28:57,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,4
118,2021-04-29,3.0,9.9,1.9,6.0,8.6,-0.9,3.7,0.4,68.7,1.215,100,8.33,rain,0.0,0.0,28.8,16.7,359.2,1011.7,61.3,13.1,359.2,31.1,7,2021-04-29T05:45:55,2021-04-29T20:30:35,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,5
119,2021-04-30,5.0,9.7,2.9,6.1,8.4,0.0,4.0,1.7,74.6,0.625,100,8.33,rain,0.0,0.0,22.0,18.7,40.8,1014.7,71.2,12.7,396.5,34.1,8,2021-04-30T05:44:01,2021-04-30T20:32:14,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,6
120,2021-05-01,2.0,10.1,2.5,6.3,10.1,-0.6,4.6,2.0,74.9,0.762,100,8.33,rain,0.0,0.0,24.5,14.0,29.0,1016.5,54.3,11.6,300.7,25.8,7,2021-05-01T05:42:09,2021-05-01T20:33:52,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,7
121,2021-05-02,0.0,12.1,3.4,7.9,12.1,2.3,7.2,1.5,66.1,0.291,100,4.17,rain,0.0,0.1,32.4,20.5,274.6,1020.3,56.3,12.9,423.0,36.7,9,2021-05-02T05:40:17,2021-05-02T20:35:29,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,8
122,2021-05-03,1.0,10.1,5.1,7.9,10.1,2.3,4.7,5.2,82.8,5.436,100,37.5,rain,0.0,0.0,79.9,43.7,223.6,1010.7,80.1,12.0,298.5,25.7,3,2021-05-03T05:38:27,2021-05-03T20:37:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,2
123,2021-05-04,3.0,11.1,5.0,8.0,11.1,1.0,4.1,2.9,71.2,2.936,100,12.5,rain,0.0,0.0,76.0,49.3,270.5,1001.9,78.0,13.6,457.8,39.5,10,2021-05-04T05:36:39,2021-05-04T20:38:44,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,3
124,2021-05-05,1.0,9.8,2.6,5.7,6.8,-1.0,2.3,2.2,78.9,3.78,100,33.33,rain,0.0,0.0,43.6,30.6,270.3,1009.3,56.9,13.6,449.7,38.7,8,2021-05-05T05:34:52,2021-05-05T20:40:20,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,4
125,2021-05-06,3.0,11.1,2.7,6.8,11.1,0.3,5.4,0.4,66.9,0.444,100,8.33,rain,0.0,0.0,32.0,19.6,314.0,1007.3,46.9,13.8,408.2,35.3,8,2021-05-06T05:33:06,2021-05-06T20:41:56,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,5
126,2021-05-07,6.0,12.9,1.9,7.7,12.9,-0.8,6.1,0.9,64.4,0.0,0,0.0,,0.0,0.0,32.8,22.7,239.5,1015.0,45.6,14.3,496.0,42.8,10,2021-05-07T05:31:23,2021-05-07T20:43:32,0.85,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,6
127,2021-05-08,2.0,13.0,6.1,10.9,13.0,2.0,9.7,9.4,91.3,9.789,100,41.67,rain,0.0,0.0,59.4,35.0,182.4,1002.0,93.5,9.5,323.5,27.9,1,2021-05-08T05:29:40,2021-05-08T20:45:07,0.89,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,7
128,2021-05-09,0.0,15.8,9.9,12.4,15.8,7.6,12.3,9.6,83.8,1.949,100,16.67,rain,0.0,0.0,58.7,30.5,185.2,995.2,83.7,11.6,428.8,37.2,8,2021-05-09T05:28:00,2021-05-09T20:46:41,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,8
129,2021-05-10,2.0,14.0,8.1,10.8,14.0,6.5,9.9,7.6,81.3,0.786,100,16.67,rain,0.0,0.0,70.9,33.4,187.7,997.5,78.5,11.3,492.1,42.8,8,2021-05-10T05:26:21,2021-05-10T20:48:15,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,2
130,2021-05-11,4.0,13.2,7.2,9.4,13.2,4.8,7.7,6.5,83.4,2.075,100,29.17,rain,0.0,0.0,48.2,25.3,169.6,1004.7,80.9,11.6,476.7,41.2,10,2021-05-11T05:24:44,2021-05-11T20:49:48,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,3
131,2021-05-12,3.0,13.9,5.4,9.3,13.9,3.8,8.1,5.8,80.5,1.926,100,12.5,rain,0.0,0.0,31.3,15.1,210.9,1007.4,76.4,11.1,481.9,41.6,8,2021-05-12T05:23:09,2021-05-12T20:51:21,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,4
132,2021-05-13,4.0,11.1,8.1,9.2,11.1,4.9,7.7,8.4,94.6,14.49,100,58.33,rain,0.0,0.0,41.4,21.1,15.8,1005.6,95.6,10.0,301.8,26.0,2,2021-05-13T05:21:36,2021-05-13T20:52:52,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,5
133,2021-05-14,3.0,13.7,8.0,10.0,13.7,5.6,8.9,7.4,85.0,2.696,100,41.67,rain,0.0,0.0,24.8,15.8,59.6,1008.7,84.2,11.2,433.8,37.2,10,2021-05-14T05:20:04,2021-05-14T20:54:23,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,6
134,2021-05-15,2.0,12.9,8.0,10.0,12.9,5.6,8.8,7.6,85.9,3.339,100,33.33,rain,0.0,0.0,42.8,27.0,204.2,1000.1,84.7,11.1,477.2,41.1,8,2021-05-15T05:18:35,2021-05-15T20:55:53,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,7
135,2021-05-16,1.0,12.9,7.9,10.1,12.9,5.8,9.1,8.0,87.2,7.725,100,45.83,rain,0.0,0.0,34.9,24.8,209.4,996.7,63.9,11.9,471.5,40.8,9,2021-05-16T05:17:08,2021-05-16T20:57:22,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,8
136,2021-05-17,4.0,14.0,7.3,10.6,14.0,5.0,9.5,8.3,86.4,1.224,100,25.0,rain,0.0,0.0,43.6,30.1,265.6,1005.7,58.5,12.2,496.3,43.0,7,2021-05-17T05:15:43,2021-05-17T20:58:50,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,2
137,2021-05-18,2.0,13.8,7.7,10.2,13.8,5.3,9.2,7.3,83.1,3.038,100,20.83,rain,0.0,0.0,43.9,26.7,245.0,1013.0,72.5,12.2,531.9,46.0,9,2021-05-18T05:14:19,2021-05-18T21:00:17,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,3
138,2021-05-19,6.0,14.0,7.1,10.3,14.0,4.8,9.2,7.5,83.7,4.704,100,41.67,rain,0.0,0.0,42.5,32.2,276.5,1018.4,58.4,13.2,551.0,47.8,9,2021-05-19T05:12:59,2021-05-19T21:01:42,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,4
139,2021-05-20,4.0,13.0,7.8,10.0,13.0,5.7,9.3,7.4,84.7,1.461,100,16.67,rain,0.0,0.0,85.0,40.3,192.9,1010.0,80.9,11.3,410.8,35.4,3,2021-05-20T05:11:40,2021-05-20T21:03:07,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,5
140,2021-05-21,7.0,10.1,9.0,9.3,10.1,4.8,6.4,7.6,89.2,4.985,100,41.67,rain,0.0,0.0,82.4,45.0,247.0,995.8,96.5,9.3,332.5,28.8,3,2021-05-21T05:10:23,2021-05-21T21:04:30,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,6
141,2021-05-22,1.0,12.8,6.9,9.7,12.8,3.6,7.9,6.3,80.7,2.652,100,20.83,rain,0.0,0.0,41.8,32.9,268.8,1003.7,72.5,13.1,550.3,47.6,9,2021-05-22T05:09:09,2021-05-22T21:05:52,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,7
142,2021-05-23,1.0,10.2,5.1,8.0,10.2,2.9,5.6,5.7,85.9,5.946,100,33.33,rain,0.0,0.0,65.2,38.7,192.8,1005.7,78.9,12.0,401.3,34.6,4,2021-05-23T05:07:58,2021-05-23T21:07:13,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,8
143,2021-05-24,0.0,11.5,6.0,8.3,11.5,3.4,6.2,5.7,84.2,8.373,100,25.0,rain,0.0,0.0,46.4,26.8,246.2,1002.6,61.9,12.5,444.2,38.5,10,2021-05-24T05:06:48,2021-05-24T21:08:32,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,2
144,2021-05-25,5.0,12.9,6.4,9.0,12.9,3.5,7.1,6.7,85.9,2.409,100,12.5,rain,0.0,0.0,45.4,31.8,263.2,1014.4,60.7,12.7,462.7,39.9,6,2021-05-25T05:05:42,2021-05-25T21:09:50,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,3
145,2021-05-26,7.0,14.2,5.3,9.8,14.2,2.8,8.9,6.9,82.7,0.045,100,4.17,rain,0.0,0.0,28.8,21.1,268.4,1015.7,53.3,12.8,564.3,48.7,9,2021-05-26T05:04:37,2021-05-26T21:11:06,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,4
146,2021-05-27,8.0,18.0,7.5,12.7,18.0,6.3,12.6,5.9,67.8,0.029,100,4.17,rain,0.0,0.0,22.0,13.0,195.1,1019.8,35.6,12.6,608.1,52.6,9,2021-05-27T05:03:35,2021-05-27T21:12:20,0.53,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,5
147,2021-05-28,1.0,16.9,10.7,13.2,16.9,10.7,13.2,8.3,72.3,0.456,100,12.5,rain,0.0,0.0,15.5,12.4,90.1,1022.4,80.8,13.3,429.8,37.2,6,2021-05-28T05:02:36,2021-05-28T21:13:33,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,6
148,2021-05-29,3.0,19.8,12.0,15.7,19.8,12.0,15.7,9.9,70.6,0.0,0,0.0,,0.0,0.0,25.9,20.9,63.6,1026.0,70.6,12.8,496.4,42.8,8,2021-05-29T05:01:40,2021-05-29T21:14:43,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,7
149,2021-05-30,2.0,18.1,7.3,14.3,18.1,6.1,14.2,7.6,65.1,0.0,0,0.0,,0.0,0.0,37.1,18.2,69.1,1026.7,17.9,13.2,515.6,44.7,8,2021-05-30T05:00:46,2021-05-30T21:15:52,0.63,Clear,Clear conditions throughout the day.,clear-day,8
150,2021-05-31,2.0,21.1,8.0,14.9,21.1,5.9,14.5,9.2,71.2,0.0,0,0.0,,0.0,0.0,31.0,17.7,87.6,1020.5,43.5,11.6,595.7,51.8,9,2021-05-31T04:59:55,2021-05-31T21:16:59,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,2
151,2021-06-01,3.0,24.0,11.0,17.8,24.0,11.0,17.8,9.0,59.0,0.0,0,0.0,,0.0,0.0,36.4,21.9,95.9,1014.0,10.6,13.0,574.8,49.6,9,2021-06-01T04:59:07,2021-06-01T21:18:04,0.7,Clear,Clear conditions throughout the day.,clear-day,3
152,2021-06-02,2.0,22.0,11.3,17.3,22.0,11.3,17.3,11.9,71.4,1.001,100,4.17,rain,0.0,0.0,32.0,22.7,106.2,1011.8,62.8,12.3,475.5,41.0,7,2021-06-02T04:58:21,2021-06-02T21:19:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,4
153,2021-06-03,1.0,17.0,11.3,14.2,17.0,11.3,14.2,11.0,81.9,0.029,100,4.17,rain,0.0,0.0,32.4,17.3,237.6,1018.6,90.3,10.9,412.0,35.4,7,2021-06-03T04:57:39,2021-06-03T21:20:08,0.77,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,5
154,2021-06-04,5.0,18.1,8.3,13.2,18.1,6.6,13.0,7.0,68.1,0.0,0,0.0,,0.0,0.0,19.4,15.2,300.9,1023.4,55.9,14.2,553.5,47.7,9,2021-06-04T04:56:59,2021-06-04T21:21:07,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,6
155,2021-06-05,1.0,19.8,8.7,14.3,19.8,6.7,14.0,9.7,75.7,0.0,0,0.0,,0.0,0.0,27.7,14.0,238.0,1024.7,38.5,13.2,546.0,47.0,9,2021-06-05T04:56:22,2021-06-05T21:22:03,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,7
156,2021-06-06,4.0,20.0,13.1,15.9,20.0,13.1,15.9,13.1,84.4,0.352,100,12.5,rain,0.0,0.0,21.2,11.6,219.6,1024.4,84.9,12.3,426.5,36.8,6,2021-06-06T04:55:48,2021-06-06T21:22:57,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,8
157,2021-06-07,5.0,17.2,11.3,14.1,17.2,11.3,14.1,11.1,82.8,0.032,100,4.17,rain,0.0,0.0,27.7,15.5,248.9,1023.7,78.9,12.3,428.1,37.0,6,2021-06-07T04:55:17,2021-06-07T21:23:48,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,2
158,2021-06-08,2.0,20.1,9.1,14.7,20.1,7.7,14.5,9.9,75.1,0.0,0,0.0,,0.0,0.0,25.6,14.6,250.1,1023.4,38.7,13.6,572.4,49.3,10,2021-06-08T04:54:49,2021-06-08T21:24:37,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,3
159,2021-06-09,4.0,20.8,10.7,15.8,20.8,10.7,15.8,12.2,80.4,0.0,0,0.0,,0.0,0.0,25.2,16.3,232.0,1021.9,58.1,11.9,462.8,40.1,7,2021-06-09T04:54:24,2021-06-09T21:25:24,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,4
160,2021-06-10,1.0,20.9,15.0,17.3,20.9,15.0,17.3,15.3,88.9,0.091,100,12.5,rain,0.0,0.0,25.9,19.2,222.3,1020.8,93.1,10.5,421.8,36.4,5,2021-06-10T04:54:02,2021-06-10T21:26:08,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,5
161,2021-06-11,2.0,19.2,14.1,16.2,19.2,14.1,16.2,14.3,89.0,0.077,100,8.33,rain,0.0,0.0,36.4,27.1,252.6,1020.3,95.1,11.7,449.2,38.7,6,2021-06-11T04:53:43,2021-06-11T21:26:49,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,6
162,2021-06-12,0.0,20.3,11.9,15.7,20.3,11.9,15.7,11.9,79.3,0.032,100,4.17,rain,0.0,0.0,20.5,16.9,264.5,1024.1,53.3,11.9,575.4,49.8,10,2021-06-12T04:53:28,2021-06-12T21:27:28,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,7
